time	V(buf)
2.631871897822514e-03	2.492239e+00
2.631894981930889e-03	2.492989e+00
2.631919788288625e-03	2.493335e+00
2.631939371883040e-03	2.493316e+00
2.631957480324710e-03	2.493255e+00
2.631974942385654e-03	2.493217e+00
2.632003647960275e-03	2.493235e+00
2.632036124528275e-03	2.493303e+00
2.632072537640900e-03	2.493449e+00
2.632089607732358e-03	2.493520e+00
2.632108264720245e-03	2.493531e+00
2.632122155762180e-03	2.493527e+00
2.632137556181080e-03	2.493540e+00
2.632154700194658e-03	2.493553e+00
2.632178722891319e-03	2.493573e+00
2.632204766204518e-03	2.493592e+00
2.632237048188057e-03	2.493597e+00
2.632263020818672e-03	2.493570e+00
2.632281366064409e-03	2.493528e+00
2.632303843209146e-03	2.493462e+00
2.632321738159259e-03	2.493404e+00
2.632341276918889e-03	2.493335e+00
2.632366961710935e-03	2.493240e+00
2.632398855741320e-03	2.493118e+00
2.632456912119992e-03	2.492896e+00
2.632543687379417e-03	2.492574e+00
2.632644994750574e-03	2.492217e+00
2.632743831851101e-03	2.491884e+00
2.632894789000983e-03	2.491384e+00
2.633067835652835e-03	2.490812e+00
2.633306073025978e-03	2.490023e+00
2.633563050919799e-03	2.489171e+00
2.633915552312883e-03	2.488001e+00
2.634369175044560e-03	2.486495e+00
2.635111484486217e-03	2.484031e+00
2.635650233733773e-03	2.482244e+00
2.636086702215522e-03	2.480795e+00
2.636473082184152e-03	2.479509e+00
2.636906917420716e-03	2.478068e+00
2.637335282187899e-03	2.476644e+00
2.637733692695589e-03	2.475319e+00
2.638530513710969e-03	2.472670e+00
2.640038852192744e-03	2.467654e+00
2.661155590937595e-03	2.397408e+00
2.786406972634828e-03	1.980641e+00
2.911658354332061e-03	1.563924e+00
3.036909736029294e-03	1.147258e+00
3.162161117726527e-03	7.306431e-01
3.287412499423759e-03	3.140786e-01
3.412663881120992e-03	-1.024351e-01
3.537915262818225e-03	-5.188981e-01
3.613250084246796e-03	-7.693538e-01
3.688584905675367e-03	-1.019785e+00
3.763919727103938e-03	-1.270192e+00
3.839254548532509e-03	-1.520575e+00
3.914589369961080e-03	-1.770933e+00
3.989924191389651e-03	-2.021267e+00
4.065259012818222e-03	-2.271577e+00
4.104321512818221e-03	-2.401356e+00
4.123852762818221e-03	-2.466242e+00
4.143384012818220e-03	-2.531128e+00
4.145825419068221e-03	-2.539238e+00
4.150708231568221e-03	-2.555459e+00
4.151928934693220e-03	-2.559514e+00
4.154370340943221e-03	-2.567623e+00
4.154980692505721e-03	-2.569650e+00
4.155133280396346e-03	-2.570156e+00
4.155438456177596e-03	-2.571168e+00
4.155514750122908e-03	-2.571421e+00
4.155667338013533e-03	-2.571924e+00
4.155705484986189e-03	-2.572050e+00
4.155781778931502e-03	-2.572298e+00
4.155800852417830e-03	-2.572360e+00
4.155838999390486e-03	-2.572479e+00
4.155915293335799e-03	-2.572705e+00
4.155934366822127e-03	-2.572750e+00
4.155972513794784e-03	-2.572807e+00
4.155982050537948e-03	-2.572803e+00
4.156001124024276e-03	-2.572645e+00
4.156034093748985e-03	-2.571472e+00
4.156056733768215e-03	-2.569048e+00
4.156075728359477e-03	-2.565361e+00
4.156095944577906e-03	-2.561288e+00
4.156120235066669e-03	-2.558803e+00
4.156141072498391e-03	-2.559405e+00
4.156161676336802e-03	-2.561690e+00
4.156191577411065e-03	-2.565711e+00
4.156219843527236e-03	-2.569021e+00
4.156233561414055e-03	-2.569551e+00
4.156245580382842e-03	-2.569338e+00
4.156253193451752e-03	-2.569511e+00
4.156261094071211e-03	-2.570050e+00
4.156269323424749e-03	-2.570705e+00
4.156279938361425e-03	-2.571571e+00
4.156298134865278e-03	-2.572842e+00
4.156334527872984e-03	-2.574584e+00
4.156377139254486e-03	-2.575592e+00
4.156419220219300e-03	-2.575739e+00
4.156478404778778e-03	-2.575244e+00
4.156548851836400e-03	-2.574340e+00
4.156626398387162e-03	-2.573388e+00
4.156727787112108e-03	-2.572474e+00
4.156849775288409e-03	-2.571797e+00
4.157044042128498e-03	-2.571147e+00
4.157223569260349e-03	-2.570646e+00
4.157503707120458e-03	-2.569778e+00
4.157811472723026e-03	-2.568758e+00
4.158362589790010e-03	-2.566962e+00
4.159003228493869e-03	-2.564880e+00
4.160126929796608e-03	-2.561214e+00
4.162333515386824e-03	-2.554018e+00
4.166485754625076e-03	-2.540466e+00
4.172300595244005e-03	-2.521480e+00
4.182123691665945e-03	-2.489401e+00
4.318226513887047e-03	-2.044902e+00
4.454329336108148e-03	-1.600712e+00
4.590432158329250e-03	-1.156829e+00
4.726534980550352e-03	-7.132539e-01
4.862637802771453e-03	-2.699868e-01
4.998740624992555e-03	1.729725e-01
5.134843447213656e-03	6.156240e-01
5.204597911499369e-03	8.423532e-01
5.274352375785081e-03	1.068995e+00
5.344106840070795e-03	1.295549e+00
